MIRNA	GENE	INPUT
cel-miR-1	asd-1	1
cel-miR-1	ida-1	1
cel-miR-1	C17H11.1	1
cel-miR-1	F33E11.3	1
cel-miR-1	Y97E10AR.1	1
cel-miR-1	unc-11	1
cel-miR-1	F57C7.1	1
cel-miR-1	C24G6.6	1
cel-miR-1	vha-5	1
cel-miR-1	srw-145	1
cel-miR-1	vha-9	1
cel-miR-1	vha-2	1
cel-miR-1	flp-25	1
cel-miR-1	Y54E5A.8	1
cel-miR-1	F37C12.3	1
cel-miR-1	mom-5	1
cel-miR-1	T18D3.7	1
cel-miR-1	lec-8	1
cel-miR-1	sulp-8	1
cel-miR-1	GTP-binding	1
cel-miR-1	cat-4	1
cel-miR-1	B0250.8	1
cel-miR-1	ttx-1	1
cel-miR-1	ifb-2	1
cel-miR-1	col-19	1
cel-miR-1	math-18	1
cel-miR-1	F22H10.6	1
cel-miR-1	ard-1	1
cel-miR-1	snf-3	1
cel-miR-1	tag-232	1
cel-miR-1	Y48E1B.14	1
cel-miR-1	mel-32	1
cel-miR-1	toc-1	1
cel-miR-1	K08F8.1	1
cel-miR-1	unc-33	1
cel-miR-1	chk-1	1
cel-miR-1	Y67A10A.9	1
cel-miR-1	Y67A10A.9	1
cel-miR-1	B0507.10	1
cel-miR-1	thk-1	1
cel-miR-1	K01D12.6	1
cel-miR-1	K01D12.6	1
cel-miR-1	Y43F4B.9	1
cel-miR-1	let-363	1
cel-miR-1	C14B1.10	1
cel-miR-1	nhr-48	1
cel-miR-1	ets-4	1
cel-miR-1	F42G9.6	1
cel-miR-1	shc-1	1
cel-miR-1	Y32F6B.1	1
cel-miR-1	F41C3.4	1
cel-miR-1	C24A11.1	1
cel-miR-1	C28G1.6	1
cel-miR-1	ZK858.6	1
cel-miR-1	C33H5.18	1
cel-miR-1	ZK973.1	1
cel-miR-1	tbc-6	1
cel-miR-1	kle-2	1
cel-miR-1	B0495.7	1
cel-miR-1	htz-1	1
cel-miR-1	T23G5.6	1
cel-miR-1	mex-1	1
